2022-10-03T18:43Z;00:01;00:01
2022-10-03T18:43Z;00:03;00:01
2022-10-03T18:43Z;00:05;00:01
2022-10-03T18:43Z;00:07;00:01
2022-10-03T18:43Z;00:08;00:01
2022-10-03T18:43Z;00:10;00:01
2022-10-03T18:43Z;00:12;00:01
2022-10-03T18:43Z;00:14;00:01
2022-10-03T18:43Z;00:16;00:01
2022-10-03T18:43Z;00:18;00:01
2022-10-03T18:43Z;00:20;00:01
2022-10-03T18:43Z;00:21;00:01
2022-10-03T18:43Z;00:23;00:01
2022-10-03T18:43Z;00:25;00:01
2022-10-03T18:43Z;00:27;00:01
2022-10-03T18:43Z;00:29;00:01
2022-10-03T18:43Z;00:31;00:01
2022-10-03T18:43Z;00:33;00:01
2022-10-03T18:43Z;00:34;00:01
2022-10-03T18:43Z;00:36;00:01
2022-10-03T18:43Z;00:38;00:01
2022-10-03T18:43Z;00:40;00:01
2022-10-03T18:43Z;00:42;00:01
2022-10-03T18:43Z;00:44;00:01
2022-10-03T18:43Z;00:46;00:01
2022-10-03T18:43Z;00:47;00:01
2022-10-03T18:43Z;00:49;00:01
2022-10-03T18:43Z;00:51;00:01
2022-10-03T18:43Z;00:53;00:01
2022-10-03T18:43Z;00:55;00:01
2022-10-03T18:44Z;00:57;00:01
2022-10-03T18:44Z;00:59;00:01
2022-10-03T18:44Z;01:01;00:01
2022-10-03T18:44Z;01:02;00:01
2022-10-03T18:44Z;01:04;00:01
2022-10-03T18:44Z;01:06;00:01
2022-10-03T18:44Z;01:08;00:01
2022-10-03T18:44Z;01:10;00:01
2022-10-03T18:44Z;01:12;00:01
2022-10-03T18:44Z;01:14;00:01
2022-10-03T18:44Z;01:15;00:01
2022-10-03T18:44Z;01:17;00:01
2022-10-03T18:44Z;01:19;00:01
2022-10-03T18:44Z;01:21;00:01
2022-10-03T18:44Z;01:23;00:01
2022-10-03T18:44Z;01:25;00:01
2022-10-03T18:44Z;01:27;00:01
2022-10-03T18:44Z;01:29;00:01
2022-10-03T18:44Z;01:30;00:01
2022-10-03T18:44Z;01:32;00:01
2022-10-03T18:44Z;01:34;00:01
2022-10-03T18:44Z;01:36;00:01
2022-10-03T18:44Z;01:38;00:01
2022-10-03T18:44Z;01:40;00:01
2022-10-03T18:44Z;01:42;00:01
2022-10-03T18:44Z;01:44;00:01
2022-10-03T18:44Z;01:45;00:01
2022-10-03T18:44Z;01:47;00:01
2022-10-03T18:44Z;01:48;00:01
2022-10-03T18:44Z;01:50;00:01
2022-10-03T18:44Z;01:52;00:01
2022-10-03T18:44Z;01:53;00:01
2022-10-03T18:44Z;01:55;00:01
2022-10-03T18:45Z;01:56;00:01
2022-10-03T18:45Z;01:58;00:01
2022-10-03T18:45Z;01:59;00:01
2022-10-03T18:45Z;02:01;00:01
